transaction_id,customer_id,transaction_date,product_category,revenue_amount,gross_margin,is_upsell,repeat_index,first_touch_campaign_id,acquisition_channel,acquisition_date,country,nps_score,churn_date,lead_id,mql_date,sql_date,opportunity_date,close_date,deal_status,cohort_month
TX00021417,CUST015013,2024-09-23,Core,150.74,105.52,False,1,CMP0002,Paid Search,2024-09-18,US,5.0,,LEADD5C5C297A1,2024-09-14,2024-09-15,2024-09-25,2024-09-23,Won,2024-09
TX00005632,CUST003939,2025-06-02,Core,438.29,306.8,False,1,CMP0036,Referral,2025-06-02,SE,4.0,,LEAD8A3FEA9D5A,2025-05-29,2025-06-01,2025-06-08,2025-06-02,Won,2025-06
TX00009769,CUST006851,2024-03-03,Add-on,120.24,96.19,False,1,CMP0031,Email,2024-02-29,IT,7.0,2025-03-29,LEADD0C546684C,2024-02-25,2024-02-26,2024-03-04,2024-03-03,Won,2024-02
TX00016693,CUST011687,2024-06-16,Core,132.62,92.83,False,1,CMP0002,Paid Search,2024-06-10,SE,10.0,2025-06-10,LEAD95ADBCE7DF,2024-06-05,2024-06-09,2024-06-11,2024-06-16,Won,2024-06
TX00013700,CUST009615,2024-10-20,Premium,371.71,241.61,False,1,CMP0033,Email,2024-10-15,ES,3.0,,LEAD1D7F8E966E,2024-10-09,2024-10-13,2024-10-15,2024-10-20,Won,2024-10
TX00005142,CUST003590,2025-02-11,Core,1075.79,753.05,False,1,CMP0009,Paid Search,2025-02-07,GB,5.0,,LEADAD08DC1783,2025-02-04,2025-02-04,2025-02-07,2025-02-11,Won,2025-02
TX00013367,CUST009372,2024-03-14,Core,288.8,202.16,False,1,CMP0004,Paid Search,2024-03-14,IT,3.0,2024-11-14,LEAD028A6704DF,2024-03-07,2024-03-14,2024-03-14,2024-03-14,Won,2024-03
TX00006543,CUST004563,2025-06-19,Core,253.81,177.67,False,1,CMP0037,Referral,2025-06-14,IN,2.0,,LEADA978346BF9,2025-06-10,2025-06-13,2025-06-14,2025-06-19,Won,2025-06
TX00017985,CUST012622,2025-07-27,Core,157.23,110.06,False,1,CMP0060,Direct,2025-07-27,SE,4.0,,LEADB3032B7ECC,2025-07-26,2025-07-27,2025-08-02,2025-07-27,Won,2025-07
TX00010104,CUST007073,2024-08-02,Premium,160.62,106.01,True,2,CMP0031,Email,2024-06-21,DE,4.0,,LEAD73362AA508,2024-06-15,2024-06-19,2024-06-21,2024-08-02,Won,2024-06
TX00021959,CUST015380,2024-04-29,Premium,80.28,52.98,True,2,CMP0004,Paid Search,2024-02-09,SE,0.0,2025-10-09,LEAD10EC702425,2024-02-09,2024-02-06,2024-02-10,2024-04-29,Won,2024-02
TX00020989,CUST014710,2024-12-18,Premium,523.2,340.08,False,1,CMP0036,Referral,2024-12-16,AU,10.0,,LEADD7EC95B5DD,2024-12-11,2024-12-14,2024-12-18,2024-12-18,Won,2024-12
TX00016406,CUST011494,2024-01-23,Premium,664.17,431.71,False,1,CMP0057,Direct,2024-01-19,FR,8.0,2024-04-19,LEAD426BC8CD7D,2024-01-15,2024-01-19,2024-01-19,2024-01-23,Won,2024-01
TX00015909,CUST011149,2025-07-09,Core,280.69,196.48,False,1,CMP0007,Paid Search,2025-07-07,AU,1.0,,LEADEA05BF36A8,2025-07-05,2025-07-08,2025-07-10,2025-07-09,Lost,2025-07
TX00016381,CUST011476,2025-07-11,Add-on,105.11,84.09,False,1,CMP0008,Paid Search,2025-07-11,BR,6.0,,LEAD82098DD440,2025-07-11,2025-07-13,2025-07-15,2025-07-11,Won,2025-07
TX00010127,CUST007091,2025-09-30,Add-on,254.91,209.03,True,2,CMP0035,Referral,2025-06-02,BR,5.0,,LEADCEF2D7C529,2025-05-28,2025-06-01,2025-06-04,2025-09-30,Won,2025-06
TX00020878,CUST014633,2025-08-12,Core,246.57,177.53,True,2,CMP0036,Referral,2025-06-26,PL,6.0,,LEADCF8D15C478,2025-06-21,2025-06-24,2025-06-26,2025-08-12,Won,2025-06
TX00011878,CUST008323,2025-03-02,Core,116.77,81.74,False,1,CMP0038,Affiliate,2025-02-28,NL,2.0,,LEAD68300BEB75,2025-02-24,2025-03-02,2025-02-28,2025-03-02,Won,2025-02
TX00010131,CUST007094,2025-02-02,Core,528.33,369.83,False,1,CMP0009,Paid Search,2025-02-02,SE,1.0,,LEAD2DB404A638,2025-02-01,2025-02-02,2025-02-03,2025-02-02,Won,2025-02
TX00019037,CUST013376,2024-12-26,Add-on,455.84,373.79,True,2,CMP0032,Email,2024-10-20,US,5.0,,LEADF3E8B91EDF,2024-10-17,2024-10-19,2024-10-20,2024-12-26,Won,2024-10
TX00019168,CUST013464,2025-06-04,Add-on,174.33,142.95,True,3,CMP0038,Affiliate,2024-12-30,ES,4.0,2025-09-30,LEADBC528ED19B,2024-12-28,2024-12-29,2024-12-31,2025-06-04,Won,2024-12
TX00002747,CUST001914,2025-08-11,Core,401.51,281.06,False,1,CMP0003,Paid Search,2025-08-10,ES,2.0,,LEAD17B025CD62,2025-08-06,2025-08-08,2025-08-14,2025-08-11,Won,2025-08
TX00014785,CUST010346,2025-02-04,Premium,870.42,565.77,False,1,CMP0035,Referral,2025-02-03,IN,7.0,,LEADAA9D577706,2025-01-27,2025-02-05,2025-02-04,2025-02-04,Won,2025-02
TX00016690,CUST011684,2024-11-26,Core,154.32,111.11,True,2,CMP0059,Direct,2024-10-02,IT,,,LEADD90DD1B376,2024-10-01,2024-10-01,2024-10-03,2024-11-26,Won,2024-10
TX00017738,CUST012451,2024-07-13,Add-on,116.73,95.72,True,2,CMP0033,Email,2024-04-29,IN,0.0,,LEAD151F822B3E,2024-04-22,2024-04-27,2024-05-05,2024-07-13,Won,2024-04
TX00014417,CUST010095,2024-07-27,Core,586.13,410.29,False,1,CMP0031,Email,2024-07-24,SE,6.0,2025-03-24,LEADC21D261A07,2024-07-19,2024-07-23,2024-07-28,2024-07-27,Won,2024-07
TX00008568,CUST006012,2024-06-11,Core,495.88,347.12,False,1,CMP0006,Paid Search,2024-06-06,BR,2.0,,LEAD4165EC230A,2024-05-31,2024-06-05,2024-06-09,2024-06-11,Won,2024-06
TX00004762,CUST003324,2024-05-31,Core,292.72,204.9,False,1,CMP0033,Email,2024-05-27,DE,10.0,2025-11-27,LEAD8271335334,2024-05-21,2024-05-24,2024-05-31,2024-05-31,Won,2024-05
TX00015498,CUST010842,2024-12-22,Add-on,154.56,123.65,False,1,CMP0058,Direct,2024-12-21,GB,7.0,,LEAD6F17117FD9,2024-12-17,2024-12-18,2024-12-25,2024-12-22,Won,2024-12
TX00012609,CUST008844,2025-02-23,Add-on,1340.34,1072.27,False,1,CMP0033,Email,2025-02-22,CA,,2025-05-22,LEADCC97954371,2025-02-19,2025-02-24,2025-02-24,2025-02-23,Won,2025-02
TX00017760,CUST012463,2024-03-08,Core,673.27,471.29,False,1,CMP0026,Organic Search,2024-03-08,IT,,,LEAD188BEB765D,2024-03-05,2024-03-06,2024-03-08,2024-03-08,Lost,2024-03
TX00013316,CUST009337,2024-12-04,Core,582.31,407.62,False,1,CMP0059,Direct,2024-11-30,PL,1.0,,LEADB92A3AC393,2024-11-27,2024-11-27,2024-12-07,2024-12-04,Won,2024-11
TX00015278,CUST010692,2025-10-03,Core,133.39,96.04,True,3,CMP0028,Organic Search,2025-05-15,US,3.0,,LEADD21EA2A9A2,2025-05-11,2025-05-15,2025-05-20,2025-10-03,Won,2025-05
TX00011773,CUST008250,2024-03-02,Core,498.69,359.06,True,2,CMP0004,Paid Search,2024-01-14,GB,1.0,,LEAD2C07736509,2024-01-09,2024-01-15,2024-01-15,2024-03-02,Won,2024-01
TX00013097,CUST009183,2024-05-04,Premium,795.43,517.03,False,1,CMP0035,Referral,2024-05-04,ES,6.0,2024-07-04,LEADE344066455,2024-04-27,2024-05-04,2024-05-06,2024-05-04,Won,2024-05
TX00001588,CUST001113,2025-03-22,Add-on,172.82,141.71,True,2,CMP0008,Paid Search,2024-12-11,ES,9.0,,LEAD0E3377DDF1,2024-12-11,2024-12-13,2024-12-13,2025-03-22,Open,2024-12
TX00016869,CUST011817,2024-10-02,Premium,262.3,173.12,True,2,CMP0026,Organic Search,2024-06-09,IN,6.0,,LEAD2B1D937F5C,2024-06-06,2024-06-11,2024-06-14,2024-10-02,Lost,2024-06
TX00011850,CUST008300,2024-09-13,Add-on,101.35,83.11,True,3,CMP0031,Email,2024-06-03,FR,8.0,,LEAD33A3874A44,2024-06-01,2024-06-03,2024-06-10,2024-09-13,Won,2024-06
TX00000612,CUST000425,2024-10-27,Premium,494.83,326.59,True,2,CMP0006,Paid Sreach,2024-08-24,PL,3.0,,LEADA78A0FA289,2024-08-24,2024-08-21,2024-08-28,2024-10-27,Won,2024-08
TX00017305,CUST012139,2024-09-17,Premium,158.82,103.23,False,1,CMP0008,Paid Search,2024-09-12,US,2.0,,LEADCF5CCF4715,2024-09-08,2024-09-13,2024-09-15,2024-09-17,Won,2024-09
TX00000988,CUST000701,2025-07-24,Core,290.83,209.4,True,4,CMP0002,Paid Search,2024-12-02,IT,10.0,,LEAD0841EB3889,2024-11-29,2024-12-03,2024-12-03,2025-07-24,Won,2024-12
TX00003667,CUST002571,2024-07-19,Premium,498.64,324.12,False,1,CMP0058,Direct,2024-07-14,IT,7.0,,LEAD3B61955096,2024-07-08,2024-07-14,2024-07-18,2024-07-19,Won,2024-07
TX00013515,CUST009477,2025-01-26,Core,370.91,259.64,False,1,CMP0006,Paid Search,2025-01-20,IT,10.0,2025-06-20,LEADAD1A004EDF,2025-01-20,2025-01-21,2025-01-20,2025-01-26,Won,2025-01
TX00006222,CUST004352,2024-10-28,Add-on,355.55,284.44,False,1,CMP0008,Paid Search,2024-10-24,NL,7.0,,LEAD28285A3462,2024-10-20,2024-10-22,2024-10-26,2024-10-28,Won,2024-10
TX00005093,CUST003554,2025-03-30,Add-on,177.2,141.76,False,1,CMP0038,Affiliate,2025-03-28,BR,6.0,,LEAD01A3D1368D,2025-03-21,2025-03-29,2025-03-30,2025-03-30,Won,2025-03
TX00022392,CUST015697,2025-01-28,Core,93.28,65.3,False,1,CMP0027,Organic Search,2025-01-28,US,3.0,,LEAD95C45A6C5D,2025-01-21,2025-01-26,2025-02-04,2025-01-28,Won,2025-01
TX00005660,CUST003959,2025-02-22,Core,614.75,430.32,False,1,CMP0004,Paid Search,2025-02-19,DE,4.0,,LEAD1593FEC571,2025-02-13,2025-02-18,2025-02-26,2025-02-22,Won,2025-02
TX00012896,CUST009039,2024-11-06,Core,533.23,383.93,True,3,CMP0032,Email,2024-04-04,SE,8.0,,LEADB3E6000B2C,2024-03-29,2024-04-04,2024-04-07,2024-11-06,Won,2024-04
TX00009968,CUST006987,2024-06-21,Core,302.63,211.84,False,1,CMP0040,Affiliate,2024-06-17,BR,4.0,,LEADEEFA989089,2024-06-16,2024-06-15,2024-06-20,2024-06-21,Won,2024-06
TX00020481,CUST014366,2024-03-26,Add-on,861.45,689.16,False,1,CMP0010,Paid Search,2024-03-22,BR,3.0,,LEAD5F78FFDB26,2024-03-21,2024-03-21,2024-03-26,2024-03-26,Won,2024-03
TX00017786,CUST012485,2024-04-22,Add-on,239.71,191.77,False,1,CMP0004,Paid Search,2024-04-17,PL,8.0,2024-12-17,LEAD95B1B94899,2024-04-17,2024-04-15,2024-04-18,2024-04-22,Won,2024-04
TX00018364,CUST012895,2025-05-23,Add-on,364.81,291.85,False,1,CMP0036,Referral,2025-05-20,ES,0.0,,LEAD1E3FD583CC,2025-05-18,2025-05-18,2025-05-22,2025-05-23,Won,2025-05
TX00022808,CUST015975,2025-10-03,Core,480.27,336.19,False,1,CMP0028,Organic Search,2025-09-28,SE,2.0,,LEAD5B0B3C9214,2025-09-24,2025-09-25,2025-10-04,2025-10-03,Won,2025-09
TX00010455,CUST007307,2025-09-09,Premium,151.12,99.74,True,5,CMP0003,Paid Search,2024-12-12,SE,3.0,,LEADD72354DE52,2024-12-07,2024-12-11,2024-12-14,2025-09-09,Won,2024-12
TX00013279,CUST009316,2024-08-08,Core,261.54,188.31,True,2,CMP0009,Paid Search,2024-05-15,US,0.0,,LEAD485D6411CD,2024-05-12,2024-05-15,2024-05-18,2024-08-08,Won,2024-05
TX00006817,CUST004758,2024-02-01,Core,422.93,296.05,False,1,CMP0036,Referral,2024-01-28,BR,2.0,,LEAD2EE1DCB881,2024-01-25,2024-01-27,2024-01-31,2024-02-01,Won,2024-01
TX00000558,CUST000381,2024-06-05,Premium,529.92,344.45,False,1,CMP0057,Direct,2024-05-31,DE,2.0,2024-08-31,LEAD043F56BC49,2024-05-26,2024-05-31,2024-06-07,2024-06-05,Won,2024-05
TX00006924,CUST004835,2025-04-01,Core,84.12,60.57,True,2,CMP0028,Organic Search,2025-01-31,IN,2.0,,LEADE58D6ABAC2,2025-01-31,2025-02-02,2025-02-02,2025-04-01,Won,2025-01
TX00013784,CUST009671,2024-04-11,Premium,279.66,181.78,False,1,CMP0009,Paid Search,2024-04-05,DE,9.0,,LEAD2DCFE4A007,2024-04-03,2024-04-03,2024-04-11,2024-04-11,Won,2024-04
TX00017339,CUST012167,2025-07-26,Core,429.83,300.88,False,1,CMP0006,Paid Search,2025-07-22,US,5.0,,LEADA4EA24C970,2025-07-16,2025-07-21,2025-07-25,2025-07-26,Won,2025-07
TX00012404,CUST008699,2025-02-28,Core,884.05,618.83,False,1,CMP0030,Organic Search,2025-02-22,PL,3.0,,LEAD7A15C0704C,2025-02-18,2025-02-22,2025-02-27,2025-02-28,Won,2025-02
TX00019679,CUST013821,2024-09-05,Core,460.4,331.49,True,2,CMP0027,Organic Search,2024-07-29,BR,7.0,2025-04-29,LEAD27323E1DE3,2024-07-22,2024-07-29,2024-07-29,2024-09-05,Won,2024-07
TX00013028,CUST009134,2024-10-19,Add-on,466.97,373.58,False,1,CMP0013,Paid Social,2024-10-14,ES,4.0,,LEAD020F0436A5,2024-10-09,2024-10-12,2024-10-16,2024-10-19,Won,2024-10
TX00010911,CUST007635,2025-02-03,Core,247.36,173.15,False,1,CMP0002,Paid Search,2025-01-29,FR,2.0,,LEAD2B3F23012D,2025-01-26,2025-01-28,2025-02-04,2025-02-03,Won,2025-01
TX00014647,CUST010249,2024-09-24,Core,292.65,204.85,False,1,CMP0039,Affiliate,2024-09-18,GB,5.0,,LEADD5E09CCD81,2024-09-18,2024-09-15,2024-09-25,2024-09-24,Won,2024-09
TX00015071,CUST010551,2024-10-13,Core,221.57,159.53,True,2,CMP0005,Paid Search,2024-07-20,FR,10.0,,LEAD3E469AE549,2024-07-13,2024-07-19,2024-07-25,2024-10-13,Won,2024-07
TX00022545,CUST015798,2025-01-30,Premium,137.74,89.53,False,1,CMP0035,Referral,2025-01-29,ES,10.0,,LEAD660FE79DB1,2025-01-23,2025-01-30,2025-01-31,2025-01-30,Won,2025-01
TX00012734,CUST008936,2025-06-24,Premium,230.1,149.56,False,1,CMP0058,Direct,2025-06-18,IN,10.0,,LEADC6EC018499,2025-06-18,2025-06-16,2025-06-19,2025-06-24,Won,2025-06
TX00007071,CUST004940,2025-01-03,Core,309.51,216.66,False,1,CMP0002,Paid Search,2025-01-02,US,8.0,2025-03-02,LEADA8FB5ECCF6,2025-01-02,2024-12-30,2025-01-07,2025-01-03,Won,2025-01
TX00022508,CUST015769,2024-05-17,Core,395.72,277.0,False,1,CMP0006,Paid Search,2024-05-15,IT,4.0,2025-08-15,LEAD651B2B1514,2024-05-11,2024-05-12,2024-05-21,2024-05-17,Won,2024-05
TX00022205,CUST015562,2024-10-31,Core,128.13,89.69,False,1,CMP0009,Paid Search,2024-10-25,IN,9.0,2025-01-25,LEAD4B266D7C17,2024-10-18,2024-10-22,2024-10-27,2024-10-31,Won,2024-10
TX00019366,CUST013593,2025-04-07,Premium,156.81,103.49,True,4,CMP0057,Direct,2024-09-22,BR,5.0,2025-06-22,LEAD935B772D54,2024-09-18,2024-09-23,2024-09-22,2025-04-07,Won,2024-09
TX00007806,CUST005476,2025-09-28,Core,104.18,75.01,True,2,CMP0009,Paid Search,2025-06-03,DE,6.0,,LEAD9F31D26B43,2025-05-31,2025-06-03,2025-06-05,2025-09-28,Won,2025-06
TX00010459,CUST007309,2025-03-18,Core,40.56,28.39,False,1,CMP0057,Direct,2025-03-12,CA,2.0,,LEAD8ECFA9C5C3,2025-03-07,2025-03-09,2025-03-16,2025-03-18,Won,2025-03
TX00009555,CUST006701,2024-04-05,Add-on,592.08,473.66,False,1,CMP0060,Direct,2024-04-01,IT,,,LEAD8383FAFCC9,2024-04-01,2024-04-02,2024-04-08,2024-04-05,Open,2024-04
TX00012261,CUST008597,2024-01-29,Core,247.71,173.4,False,1,CMP0009,Paid-Search,2024-01-27,DE,3.0,,LEAD153E910BED,2024-01-20,2024-01-29,2024-01-29,2024-01-29,Won,2024-01
TX00020660,CUST014484,2025-03-31,Add-on,295.05,236.04,False,1,CMP0039,Affilliate,2025-03-25,FR,10.0,,LEAD96CFD64A03,2025-03-18,2025-03-22,2025-03-29,2025-03-31,Won,2025-03
TX00002700,CUST001884,2024-08-01,Core,442.63,309.84,False,1,CMP0001,Paid Search,2024-07-28,CA,10.0,,LEADD000ABC278,2024-07-21,2024-07-27,2024-08-02,2024-08-01,Won,2024-07
TX00021103,CUST014787,2025-08-08,Core,268.35,187.84,False,1,CMP0009,Paid Search,2025-08-05,GB,10.0,,LEAD392F20EE43,2025-08-03,2025-08-06,2025-08-07,2025-08-08,Won,2025-08
TX00013668,CUST009591,2025-09-12,Add-on,150.22,123.18,True,2,CMP0057,Direct,2025-05-27,US,5.0,,LEAD1128807453,2025-05-26,2025-05-25,2025-05-30,2025-09-12,Won,2025-05
TX00010421,CUST007286,2025-03-03,Core,179.93,125.95,False,1,CMP0057,Direct,2025-03-03,ES,4.0,,LEADD97D2B8B1E,2025-02-24,2025-03-01,2025-03-04,2025-03-03,Won,2025-03
TX00003300,CUST002311,2024-02-20,Add-on,255.68,204.54,False,1,CMP0032,Email,2024-02-18,IT,5.0,2025-06-18,LEADB6D176477E,2024-02-16,2024-02-17,2024-02-20,2024-02-20,Won,2024-02
TX00011350,CUST007956,2025-09-15,Add-on,136.73,112.12,True,2,CMP0029,Organic Search,2025-07-14,IT,10.0,,LEAD58917413CA,2025-07-09,2025-07-15,2025-07-18,2025-09-15,Won,2025-07
TX00002309,CUST001597,2025-09-23,Premium,2056.61,1336.8,False,1,CMP0032,Email,2025-09-22,US,5.0,,LEADB439D1DCB7,2025-09-16,2025-09-23,2025-09-27,2025-09-23,Won,2025-09
TX00021030,CUST014736,2024-08-02,Core,66.22,46.35,False,1,CMP0008,Paid Search,2024-08-01,IN,8.0,,LEADF27FF615F0,2024-07-29,2024-07-30,2024-08-03,2024-08-02,Won,2024-08
TX00019950,CUST014006,2024-03-24,Core,90.93,63.65,False,1,CMP0015,Paid Social,2024-03-23,GB,7.0,,LEADA36BF6CB27,2024-03-17,2024-03-20,2024-03-24,2024-03-24,Won,2024-03
TX00007766,CUST005441,2025-02-17,Core,278.23,200.33,True,2,CMP0039,Affiliate,2024-11-16,BR,8.0,,LEAD5E22733959,2024-11-10,2024-11-16,2024-11-21,2025-02-17,Won,2024-11
TX00012972,CUST009093,2025-05-26,Premium,576.49,380.48,True,4,CMP0034,Email,2024-10-01,DE,9.0,,LEAD1AFF43E97F,2024-09-25,2024-09-30,2024-10-01,2025-05-26,Won,2024-10
TX00019160,CUST013459,2024-05-15,Core,105.39,73.77,False,1,CMP0060,Direct,2024-05-13,SE,9.0,,LEAD102E1AEA1F,2024-05-12,2024-05-10,2024-05-19,2024-05-15,Won,2024-05
TX00004932,CUST003448,2024-11-19,Premium,621.43,403.93,False,1,CMP0059,Direct,2024-11-17,BR,,2025-10-17,LEADEE841FF61C,2024-11-13,2024-11-17,2024-11-19,2024-11-19,Won,2024-11
TX00016514,CUST011565,2025-06-13,Add-on,665.22,532.18,False,1,CMP0003,Paid Search,2025-06-08,AU,4.0,,LEADFFA5C0D9B4,2025-06-04,2025-06-10,2025-06-09,2025-06-13,Won,2025-06
TX00018568,CUST013035,2025-01-22,Add-on,295.46,242.28,True,3,CMP0059,Direct,2024-09-28,DE,10.0,2025-09-28,LEADCC06BA6DAA,2024-09-27,2024-09-27,2024-10-03,2025-01-22,Won,2024-09
TX00003634,CUST002548,2025-06-05,Core,656.75,472.86,True,3,CMP0059,Direct,2025-01-19,IN,1.0,,LEAD20C691E2B2,2025-01-16,2025-01-18,2025-01-25,2025-06-05,Won,2025-01
TX00021068,CUST014762,2024-03-07,Core,460.52,322.36,False,1,CMP0006,Paid Search,2024-03-06,AU,3.0,,LEAD1C21253D0F,2024-03-02,2024-03-04,2024-03-12,2024-03-07,Won,2024-03
TX00002370,CUST001640,2024-01-29,Premium,244.36,158.83,False,1,CMP0002,Paid Search,2024-01-24,IT,2.0,,LEAD5D502F588F,2024-01-19,2024-01-24,2024-01-24,2024-01-29,Won,2024-01
TX00004903,CUST003428,2025-07-13,Add-on,150.95,123.78,True,2,CMP0031,Email,2025-05-29,DE,,,LEAD6FE57263E9,2025-05-23,2025-05-27,2025-06-03,2025-07-13,Won,2025-05
TX00019828,CUST013920,2024-02-22,Add-on,96.31,78.97,True,2,CMP0003,Paid Search,2024-01-09,IN,,,LEADDFC85D1E07,2024-01-09,2024-01-08,2024-01-11,2024-02-22,Won,2024-01
TX00000967,CUST000689,2025-07-30,Premium,190.21,123.64,False,1,CMP0007,Paid Search,2025-07-25,BR,,,LEAD20EB1BFAB1,2025-07-22,2025-07-25,2025-07-30,2025-07-30,Won,2025-07
TX00010091,CUST007064,2024-07-12,Premium,122.52,79.64,False,1,CMP0031,Email,2024-07-09,CA,2.0,,LEAD522A44924C,2024-07-08,2024-07-06,2024-07-09,2024-07-12,Won,2024-07
TX00012563,CUST008813,2025-06-16,Add-on,67.43,55.29,True,2,CMP0057,Direct,2025-05-11,GB,5.0,,LEAD7F16260DD5,2025-05-05,2025-05-12,2025-05-17,2025-06-16,Won,2025-05
TX00003368,CUST002365,2024-12-06,Core,209.84,146.89,False,1,CMP0022,Paid Social,2024-12-03,FR,8.0,,LEAD8F6161A62C,2024-11-27,2024-12-01,2024-12-09,2024-12-06,Won,2024-12
TX00016538,CUST011584,2024-03-09,Core,1579.79,1105.85,False,1,CMP0035,Referal,2024-03-03,DE,0.0,,LEAD42DC947767,2024-02-27,2024-03-05,2024-03-09,2024-03-09,Won,2024-03
TX00004773,CUST003332,2025-07-17,Core,143.08,103.02,True,2,CMP0008,Paid Search,2025-06-04,CA,9.0,,LEAD5D44544E8A,2025-06-03,2025-06-03,2025-06-07,2025-07-17,Won,2025-06
TX00013416,CUST009409,2024-12-02,Core,184.04,132.51,True,2,CMP0057,Direct,2024-09-06,BR,7.0,,LEAD0C8FCBF965,2024-09-03,2024-09-07,2024-09-07,2024-12-02,Won,2024-09
TX00010205,CUST007139,2024-08-15,Add-on,592.28,473.82,False,1,CMP0003,Paid Search,2024-08-13,AU,6.0,,LEADA07CDC6157,2024-08-12,2024-08-10,2024-08-15,2024-08-15,Won,2024-08
TX00019200,CUST013483,2024-09-28,Premium,324.4,210.86,False,1,CMP0001,Paid Search,2024-09-27,NL,8.0,,LEADD6E08BAF40,2024-09-20,2024-09-29,2024-10-01,2024-09-28,Won,2024-09
TX00017667,CUST012400,2025-04-13,Core,340.81,238.57,False,1,CMP0027,Organic Search,2025-04-07,CA,8.0,,LEADD57DA08BB9,2025-04-07,2025-04-08,2025-04-11,2025-04-13,Won,2025-04
TX00005716,CUST003993,2024-06-06,Add-on,53.69,42.95,False,1,CMP0037,Referral,2024-06-06,GB,2.0,,LEADE5F2980AEE,2024-06-01,2024-06-07,2024-06-11,2024-06-06,Won,2024-06
TX00006942,CUST004848,2025-09-20,Core,234.53,164.17,False,1,CMP0001,Paid Search,2025-09-17,US,4.0,,LEAD8BEBC1DE34,2025-09-10,2025-09-15,2025-09-21,2025-09-20,Won,2025-09
TX00006034,CUST004206,2024-01-24,Core,280.52,196.36,False,1,CMP0038,Affiliate,2024-01-24,PL,,2024-08-24,LEAD065DC9D170,2024-01-24,2024-01-22,2024-01-29,2024-01-24,Won,2024-01
TX00009998,CUST007009,2024-06-26,Premium,139.26,90.52,False,1,CMP0007,Paid Search,2024-06-21,DE,4.0,,LEADF5D2C14682,2024-06-20,2024-06-19,2024-06-27,2024-06-26,Won,2024-06
TX00004717,CUST003291,2024-01-27,Core,106.5,74.55,False,1,CMP0010,Paid Search,2024-01-27,NL,10.0,2024-07-27,LEADD5C9CC4A92,2024-01-21,2024-01-29,2024-01-28,2024-01-27,Won,2024-01
TX00006251,CUST004375,2024-09-04,Core,903.41,632.39,False,1,CMP0035,Referral,2024-09-04,CA,8.0,,LEADE291D888F8,2024-09-04,2024-09-02,2024-09-05,2024-09-04,Won,2024-09
TX00003947,CUST002757,2025-10-14,Add-on,37.2,30.5,True,3,CMP0037,Referral,2025-03-13,SE,4.0,,LEAD955547C6F7,2025-03-08,2025-03-12,2025-03-18,2025-10-14,Won,2025-03
TX00013577,CUST009520,2024-02-28,Add-on,598.65,478.92,False,1,CMP0035,Referral,2024-02-24,SE,8.0,,LEADE702C53DF7,2024-02-18,2024-02-21,2024-03-01,2024-02-28,Won,2024-02
TX00007196,CUST005028,2024-12-26,Premium,130.96,86.43,True,2,CMP0004,Paid Search,2024-11-10,US,1.0,2025-01-10,LEAD9C19AFEC6D,2024-11-04,2024-11-11,2024-11-15,2024-12-26,Won,2024-11
TX00015152,CUST010608,2024-07-16,Core,252.34,176.64,False,1,CMP0010,Paid Search,2024-07-11,GB,1.0,,LEAD81CB5E62A7,2024-07-04,2024-07-09,2024-07-13,2024-07-16,Won,2024-07
TX00015595,CUST010915,2024-08-27,Premium,68.04,44.91,True,2,CMP0001,Paid Search,2024-07-10,FR,7.0,,LEAD322C911D0B,2024-07-07,2024-07-08,2024-07-13,2024-08-27,Open,2024-07
TX00009054,CUST006340,2025-01-23,Premium,441.15,286.75,False,1,CMP0001,Paid Search,2025-01-20,CA,2.0,,LEAD88573C1086,2025-01-13,2025-01-20,2025-01-26,2025-01-23,Won,2025-01
TX00007721,CUST005408,2024-08-25,Core,936.57,655.6,False,1,CMP0045,Influencer,2024-08-22,IT,9.0,2025-01-22,LEADD064BCC91B,2024-08-21,2024-08-20,2024-08-25,2024-08-25,Won,2024-08
TX00010989,CUST007697,2024-11-08,Premium,1035.57,673.12,False,1,CMP0035,Referral,2024-11-02,BR,1.0,,LEADFF5E87965B,2024-10-26,2024-10-30,2024-11-07,2024-11-08,Won,2024-11
TX00003755,CUST002625,2025-09-27,Core,401.36,280.95,False,1,CMP0036,Referral,2025-09-24,DE,1.0,,LEAD71FE59850A,2025-09-17,2025-09-23,2025-09-25,2025-09-27,Won,2025-09
TX00000779,CUST000551,2024-10-31,Premium,198.66,131.12,True,2,CMP0057,Direct,2024-09-19,NL,2.0,,LEAD259A7FFB8C,2024-09-18,2024-09-19,2024-09-19,2024-10-31,Won,2024-09
TX00013630,CUST009562,2024-03-05,Premium,798.13,518.78,False,1,CMP0032,Email,2024-03-04,PL,8.0,2025-08-04,LEAD422C3F5844,2024-02-28,2024-03-06,2024-03-07,2024-03-05,Won,2024-03
TX00007518,CUST005254,2025-05-30,Premium,162.53,107.27,True,2,CMP0026,Organic Search,2025-04-20,FR,9.0,,LEAD9D1A4FBADC,2025-04-20,2025-04-18,2025-04-25,2025-05-30,Won,2025-04
TX00017366,CUST012191,2025-03-05,Add-on,196.83,157.46,False,1,CMP0005,Paid Search,2025-03-01,IT,10.0,,LEADE1DA67945A,2025-02-23,2025-02-26,2025-03-01,2025-03-05,Won,2025-03
